Date,Source/Medium,Device Category,Landing Page,Segment,Sessions
20190925,criteo|criteo / display|cpa,desktop,/pf/produto/cartoes/aadvantage-gold/pagina-de-produto-conheca,[Geral - NC - NP] Negado,1
20190925,criteo|criteo / display|cpa,desktop,/pf/produto/cartoes/aadvantage-platinum/pagina-de-produto,[Geral - CC - NP] Negado,1
20190925,criteo|criteo / display|cpa,desktop,/pf/produto/cartoes/aadvantage-platinum/pagina-de-produto,[Geral - NC - NP] Negado,2
20190925,criteo|criteo / display|cpa,desktop,/pf/produto/cartoes/smiles-gold/pagina-de-produto,[Geral - CC e NC - NP] Aprovado,1
20190925,criteo|criteo / display|cpa,desktop,/pf/produto/cartoes/smiles-gold/pagina-de-produto,[Geral - NC - NP] Negado,4
20190925,criteo|criteo / display|cpa,desktop,/pf/produto/cartoes/smiles-platinum/pagina-de-produto,[Geral - NC - NP] Negado,2
20190925,criteo|criteo / display|cpa,mobile,/home,[Geral - NC - NP] Negado,1
20190925,criteo|criteo / display|cpa,mobile,/pf/chat/seguro-,[Geral - CC e NC - NP] Aprovado,1
20190925,criteo|criteo / display|cpa,mobile,/pf/funil/cartoes/cc-123/token,[Geral - NC - NP] Negado,1
20190925,criteo|criteo / display|cpa,mobile,/pf/funil/cartoes/cc-free/erro-sessao-expirada,[Geral - NC - NP] Negado,1
20190925,criteo|criteo / display|cpa,mobile,/pf/funil/cartoes/cc-free/sobre-voce-cpf/step-1,[Geral - NC - NP] Negado,68
20190925,criteo|criteo / display|cpa,mobile,/pf/funil/cartoes/cc-free/sobre-voce-cpf/step-1,[Geral - CC e NC - NP] Aprovado,10
20190925,criteo|criteo / display|cpa,mobile,/pf/funil/cartoes/cc-free/token,[Geral - NC - NP] Negado,2
20190925,criteo|criteo / display|cpa,mobile,/pf/funil/cartoes/cc-smiles-gold/sobre-voce-cpf/step-1,[Geral - NC - NP] Negado,1
20190925,criteo|criteo / display|cpa,mobile,/pf/produto/cartoes/123/solicitar,[Geral - NC - NP] Negado,4
20190925,criteo|criteo / display|cpa,mobile,/pf/produto/cartoes/aadvantage-black/pagina-de-produto,[Geral - NC - NP] Negado,1
20190925,criteo|criteo / display|cpa,mobile,/pf/produto/cartoes/aadvantage-gold/pagina-de-produto,[Geral - NC - NP] Negado,27
20190925,criteo|criteo / display|cpa,mobile,/pf/produto/cartoes/aadvantage-gold/pagina-de-produto,[Geral - CC - NP] Negado,1
20190925,criteo|criteo / display|cpa,mobile,/pf/produto/cartoes/aadvantage-platinum/pagina-de-produto,[Geral - NC - NP] Negado,5
